,Titre,Company,Location,Salary,Summaries
3316,ALTERNANCE - Data Analyst - Nice - H/F,IT link,,,"Une société de conseil Franco-allemande de plus de 1000 collaborateurs présente en France et à l'international, en pleine expansion, spécialisée dans deux…"
3317,Internship opportunities in Data Sciences/Machine Learning,OpenClassrooms,,,"Rattaché au domaine monétique partie émission, vous serez membre de l’équipe ingénierie atelier EP3C.
Dans un environnement de production de carte à puce et de…"
3318,Stagiaire Développeur Machine Learning - Deep Learning,Marine Nationale,,,"La formation « Développeur d’Application Java » en alternance*.
OpenClassrooms propose des formations diplômantes dans des secteurs qui recrutent !"
3319,Business Analyst,Euro Information,,,"La formation « Développeur d’Application Frontend » en alternance*.
OpenClassrooms propose des formations diplômantes dans des secteurs qui recrutent !"
3320,Développeur Fullstack Web F/H,OpenClassrooms,,,"Euro Information, filiale Informatique du groupe de bancassurance Crédit Mutuel, conçoit, réalise, maintient et exploite un système d'information commun utilisé…"
3321,(ALTERNANCE) Développeur Python - Chez l’un de nos partenaires,OpenClassrooms,,,"La formation « Développeur d’Application PHP / Symfony » en alternance*.
OpenClassrooms propose des formations diplômantes dans des secteurs qui recrutent !"
3322,Ingénieur R&D Télecom C/Python,OpenClassrooms,,,"La formation « Développeur d’Application Python » en alternance*.
OpenClassrooms propose des formations diplômantes dans des secteurs qui recrutent !"
3323,(ALTERNANCE) Développeur PHP/Symfony - Chez l’un de nos partenaires,OpenClassrooms,,,"Euro Information, filiale Informatique du groupe de bancassurance Crédit Mutuel, conçoit, réalise, maintient et exploite un système d'information commun utilisé…"
3324,Officier commissionné - Data Engineer H/F,Euro Information,,,"Euro Information, filiale Informatique du groupe de bancassurance Crédit Mutuel, conçoit, réalise, maintient et exploite un système d'information commun utilisé…"
3325,(ALTERNANCE) Développeur Frontend - Chez l’un de nos partenaires,Modis,,,"Euro Information, filiale Informatique du groupe de bancassurance Crédit Mutuel, conçoit, réalise, maintient et exploite un système d'information commun utilisé…"
3326,Développeur web full stack H/F,Crédit mutuel,,,"Vous disposez d'une première expérience significative en tant qu'analyste développeur.
Au sein de cette équipe et en tant qu'analyste développeur, vos missions…"
3327,(ALTERNANCE) Développeur Java - Chez l’un de nos partenaires,Euro Information,,,"Participation à l'élaboration de l'architecture avec un développeur expérimenté.
Au sein d'une équipe de 7 personnes, vous travaillerez sur le développement d…"
3328,(ALTERNANCE) Développeur Python - Chez l’un de nos partenaires,Crédit mutuel,,,Votre expertise devra aider aux choix d'évolutions des plateformes et faciliter leurs usages en accompagnant les équipes métiers sur des processus reliant les…
3329,Développeur Fullstack Web F/H,Crédit mutuel,,,"Catalyse IT est un véritable ""bureau d'études informatiques"" spécialisé dans le développement.
D'applications métiers Web, basées sur des Architectures Web…"
3330,Analyste junior,Crédit mutuel,,,"En tant que Développeur JavaEE, vous menez des projets de développement à forte valeur ajoutée qui vous permettront également de monter en compétence."
3331,Chef de département Business Intelligence / Data Quality H/F,Pandacola,,,"Templeton & Partners recherche pour l’un de ses clients sur Strasbourg Centre :
Un Développeur Java / Springboot (H/F).
Une forte autonomie est demandée."
3332,START UP - Développeur Full Stack H/F,Templeton and Partners Limited,,,"Nous recherchons un développeur Java pour travailler sur le développement de plugins Eclipse.
La mission ne consiste pas à développer en Cobol, mais par contre…"
3333,Développeur Big Data H/F,ABAS France,,,"Recueillir et évaluer les besoins des développeurs.
L’arrivée à maturité de solutions informatiques permettant un traitement automatique du langage naturel et…"
3334,développeur .Net F/H,Euro Information,,,"Bonnes connaissances en data engineering.
Notre client est une startup qui développe et commercialise un logiciel d'intelligence artificielle comportementale."
3335,DÉVELOPPEUR PYTHON BACK-END H/F,IT link,,,"En tant que développeur full stack, vos missions principales seront :
Notre équipe fait partie du département en charge de l’informatique pour Euro Information…"
3336,STAGIAIRE DEVELOPPEUR WEB H/F,OpenClassrooms,,,"Vous rejoignez notre équipe de développement sur notre agence de Strasbourg (Oberhausbergen).
Votre terrain de jeu préféré ?
Des tickets-resto à 9 €."
3337,Développeur·euse Back-End,NETEXCOM,,,"La formation « Développeur d’Application Java » en alternance*.
OpenClassrooms propose des formations diplômantes dans des secteurs qui recrutent !"
3338,Data Engineer (Vulog Labs),FENYX Consult,,,"La formation « Développeur d’Application Frontend » en alternance*.
OpenClassrooms propose des formations diplômantes dans des secteurs qui recrutent !"
3339,Chef de bureau reporting / business intelligence H/F,OpenClassrooms,,,"Euro Information, filiale Informatique du groupe de bancassurance Crédit Mutuel, conçoit, réalise, maintient et exploite un système d'information commun utilisé…"
3340,Ingénieur R&D Télecom C/Python,OpenClassrooms,,,"Développeur logiciel gestion d entreprise big data ia ou similaire: 1 an (Souhaité).
NETexcom propose aux Experts Comptables et à leurs clients TPE/PME des …"
3341,Développeur logiciel gestion d entreprise big data IA,OpenClassrooms,,,"Virtualisation: Comme utilisateur ou développeur (hypervisors: KVM/QEMU, VMware), Cloud Management Platforms (Openstack, Cloudstack, Heat…)."
3342,Développeur web full stack H/F,TK'Blue Agency - site de Nice Collines,,,La spécialité de Chef de bureau reporting - business intelligence ouvre droit à la PLS conformément à l’arrêté du 13 décembre 2019 modifiant l’arrêté du 20 mai…
3343,(ALTERNANCE) Développeur PHP/Symfony - Chez l’un de nos partenaires,QUANTILIA,,,"La formation « Développeur d’Application Python » en alternance*.
OpenClassrooms propose des formations diplômantes dans des secteurs qui recrutent !"
3344,Officier commissionné - Data Engineer H/F,Caisse d'Epargne Côte d'Azur,,,"Développeur web full stack h/f ou similaire: 2 ans (Souhaité).
TK’Blue est une Agence de labellisation et de notation créée en 2012 à Paris, avec son centre de…"
3345,Ingénieur R&D Télecom C/Python,Mane,,,"La formation « Développeur d’Application Frontend » en alternance*.
OpenClassrooms propose des formations diplômantes dans des secteurs qui recrutent !"
3346,(ALTERNANCE) Développeur Python - Chez l’un de nos partenaires,Amadeus IT Group SA,,,"He/She has knowledges in Python or R language.
Our ideal candidate is doing his studies at engineering school with a specialisation in data science."
3347,(ALTERNANCE) Développeur Java - Chez l’un de nos partenaires,Keyrus,,,"Diplômé(e) Bac +5 (Décisionnel, mathématiques) , vous disposez d’au moins 3 ans d’expériences réussies en data intelligence (y compris un stage)."
3348,Développeur Scrum Master F/H,Groupe BPCE,,,"Vous souhaitez intégrer une force régionale au sein d'un grand groupe ?
Une entreprise ambitieuse, dynamique et innovante ?
Construction de tableau de bords."
3349,Développeur Back-end,Bealink,,,"Un vrai sens de l'expérimentation pour s'intégrer dans un département à l'intersection entre science informatique, business et données."
3350,développeur .Net F/H,web2roi,,,"Vous rejoindrez une équipe d’ingénieurs et développeurs et serez rattaché directement au Directeur Technique (CTO).
Vos taches évolueront autour de :"
3351,Analyste Business/Data Monitoring,Neoditel,,,"Vous souhaitez intégrer une force régionale au sein d'un grand groupe ?
Une entreprise ambitieuse, dynamique et innovante ?
Construction de tableau de bords."
3352,Chef de secteur GD Côte d'Azur,Volt,,,"Have you studied/experimented data sciences and/or machine learning?
Analyse data, and help in transforming a bulk of disorganized data into knowledge that can…"
3353,Développeur Front End (H/F),OpenClassrooms,,,"Bealink, startup au plein cœur de la Edtech, propose des solutions innovantes et contextuelles de mobile learning pour développer le capital humain de ses…"
3354,Développeur Full Stack,Marine Nationale,,,"Business analyst ou similaire: 5 ans (Requis).
Vous avez une expérience professionnelle d’au moins 7 ans en tant qu’analyste fonctionnel/ testeur logiciel."
3355,Project Management Officer (PMO) - H/F,Marine Nationale,,,"La formation « Développeur d’Application Java » en alternance*.
OpenClassrooms propose des formations diplômantes dans des secteurs qui recrutent !"
3356,Développeur Expérimenté Java F/H,FENYX Consult,,,Il sera responsable de la qualification des données en les nettoyant et en les validant afin d’en faciliter l’exploitation par les équipes de data analysts et…
3357,Développeur Back-end - H/F,OpenClassrooms,,,"La formation « Développeur d’Application PHP / Symfony » en alternance*.
OpenClassrooms propose des formations diplômantes dans des secteurs qui recrutent !"
3358,Chef de bureau reporting / business intelligence H/F,TK'Blue Agency - site de Nice Collines,,,"Virtualisation: Comme utilisateur ou développeur (hypervisors: KVM/QEMU, VMware), Cloud Management Platforms (Openstack, Cloudstack, Heat…)."
3359,(ALTERNANCE) Développeur Frontend - Chez l’un de nos partenaires,OpenClassrooms,,,"Développeur web full stack h/f ou similaire: 2 ans (Souhaité).
TK’Blue est une Agence de labellisation et de notation créée en 2012 à Paris, avec son centre de…"
3360,Développeur logiciel gestion d entreprise big data IA,OpenClassrooms,,,"La formation « Développeur d’Application Frontend » en alternance*.
OpenClassrooms propose des formations diplômantes dans des secteurs qui recrutent !"
3361,(ALTERNANCE) Développeur PHP/Symfony - Chez l’un de nos partenaires,Volt,,,"La formation « Développeur d’Application Python » en alternance*.
OpenClassrooms propose des formations diplômantes dans des secteurs qui recrutent !"
3362,(ALTERNANCE) Développeur Frontend - Chez l’un de nos partenaires,ERICA,,,"La formation « Développeur d’Application Java » en alternance*.
OpenClassrooms propose des formations diplômantes dans des secteurs qui recrutent !"
3363,Développeur web full stack H/F,Syage,,,"Business analyst ou similaire: 5 ans (Requis).
Vous avez une expérience professionnelle d’au moins 7 ans en tant qu’analyste fonctionnel/ testeur logiciel."
3364,Chef de bureau reporting / business intelligence H/F,GANGZ,,,"Développeur backend ou full stack: 4 ans (Requis).
Vous rejoindrez ainsi la team “Product & R&D” composée de 2 développeurs et menée par un Head of Product,…"
3365,Analyste Business/Data Monitoring,Pixodeo,,,"Vous disposerez d’outils d’analyse pour piloter et gérer en autonomie la performance business de votre secteur.
Recherche pour son réseau GRANDE DISTRIBUTION."
3366,Développeur Expérimenté Java F/H,KLANIK,,,"The center's staff (about 500 people including 320 Inria employees) is made up of scientists of different nationalities (250 foreigners of 50 nationalities),…"
3367,Développeur Big Data (C++ / Java / Python) H/F,AddixWare,,,"Pilote la réalisation études et projets du périmètre business intelligence.
SYAGE, cabinet de recrutement IT, recherche en embauche DIRECTE (CDI), chez l'un de…"
3368,SEO Associate - English Native,Vulog,,,"Vous connaissez les SI, des progiciels finance, des outils décisionnels/business intelligence.
Créé il y a 30 ans, Emera est devenu le 7ème groupe privé de…"
3369,Développeur IOS,Tequila Rapido,,,"Dans ce cadre vous serez amené à évoluer au sein d’une équipe de développeurs internationaux expérimentés.
Votre niveau d’anglais est courant afin de pouvoir…"
3370,"Développeur langages procéduraux (COBOL, RPG, autre) à Nice",Lanson international diffusion,,,"En complément, vous pourrez être amené à épauler les développeurs sur d’autres projets.
Stagiaire Développeur Backend (H/F).
Lieu : Contes (10min de Nice)."
3371,Développeur Android,OpenClassrooms,,,"Experience building and optimizing ‘big data’ data pipelines, architectures and data sets.
Create data tools for analytics and data scientist team members that…"
3372,Développeurs Java – big data,Marine Nationale,,,La spécialité de Chef de bureau reporting - business intelligence ouvre droit à la PLS conformément à l’arrêté du 13 décembre 2019 modifiant l’arrêté du 20 mai…
